PEER STRONG MOTION DATABASE RECORD. PROCESSING BY PACIFIC ENGINEERING.
LOMA PRIETA 10/18/89 00:05, HOLLISTER CITY HALL,  UP (USGS STATION 1028)
ACCELERATION TIME HISTORY IN UNITS OF G. FILTER POINTS: HP=0.1 Hz LP=32.0 Hz
NPTS=  7818, DT= .00500 SEC
  -.9870923E-04  -.1060667E-03  -.7799331E-04  -.3099074E-04  -.3237299E-04
  -.2864790E-04  -.2632361E-04  -.2623545E-04  -.2816697E-04  -.3370055E-04
  -.4518541E-04  -.6293739E-04  -.8507626E-04  -.1091333E-03  -.1325533E-03
  -.1532538E-03  -.1704822E-03  -.1841528E-03  -.1948977E-03  -.2031520E-03
  -.2084400E-03  -.2100015E-03  -.2058054E-03  -.1924361E-03  -.1684809E-03
  -.1351808E-03  -.9562011E-04  -.5450516E-04  -.1644859E-04   .1383638E-04
   .3177062E-04   .3472779E-04   .2348942E-04   .3485761E-05  -.1856898E-04
  -.3934783E-04  -.5948643E-04  -.8172312E-04  -.1077318E-03  -.1357407E-03
  -.1619532E-03  -.1819461E-03  -.1892350E-03  -.1781256E-03  -.1495026E-03
  -.1117836E-03  -.7756887E-04  -.5914118E-04  -.6418002E-04  -.9425522E-04
  -.1431246E-03  -.1973986E-03  -.2430034E-03  -.2715026E-03  -.2834534E-03
  -.2887932E-03  -.2997920E-03  -.3212122E-03  -.3459326E-03  -.3591193E-03
  -.3489795E-03  -.3137381E-03  -.2652215E-03  -.2245685E-03  -.2098588E-03
  -.2288174E-03  -.2768213E-03  -.3361781E-03  -.3806989E-03  -.3836371E-03
  -.3284942E-03  -.2183284E-03  -.7138291E-04   .8507649E-04   .2216301E-03
   .3113991E-03   .3283089E-03   .2615185E-03   .1320939E-03  -.1516188E-04
  -.1301905E-03  -.1715154E-03  -.1243405E-03  -.1216757E-04   .1142199E-03
   .2036503E-03   .2259286E-03   .1721951E-03   .5135620E-04  -.1088209E-03
  -.2597772E-03  -.3347208E-03  -.2683735E-03  -.3662777E-04   .3178051E-03
   .7125354E-03   .1068671E-02   .1328137E-02   .1463125E-02   .1489981E-02
   .1477727E-02   .1537167E-02   .1771539E-02   .2208983E-02   .2775986E-02
   .3334844E-02   .3749310E-02   .3931798E-02   .3856049E-02   .3552142E-02
   .3111317E-02   .2673951E-02   .2377015E-02   .2298044E-02   .2419981E-02
   .2635229E-02   .2786157E-02   .2689173E-02   .2146748E-02   .1034581E-02
  -.5748789E-03  -.2409397E-02  -.4153735E-02  -.5602992E-02  -.6645438E-02
  -.7171617E-02  -.7105252E-02  -.6502275E-02  -.5538512E-02  -.4436643E-02
  -.3405773E-02  -.2551601E-02  -.1824022E-02  -.1056125E-02  -.6458016E-04
   .1245322E-02   .2838566E-02   .4535879E-02   .6053155E-02   .7145168E-02
   .7636730E-02   .7324241E-02   .6028611E-02   .3833833E-02   .1190624E-02
  -.1312776E-02  -.3250805E-02  -.4462306E-02  -.4958734E-02  -.4820783E-02
  -.4169204E-02  -.3129780E-02  -.1816369E-02  -.3535611E-03   .1139004E-02
   .2578081E-02   .3889088E-02   .4981465E-02   .5779805E-02   .6250810E-02
   .6400647E-02   .6267669E-02   .5929961E-02   .5492344E-02   .5030741E-02
   .4575099E-02   .4146652E-02   .3777095E-02   .3505377E-02   .3374033E-02
   .3389484E-02   .3450193E-02   .3327422E-02   .2724049E-02   .1388403E-02
  -.7615416E-03  -.3624979E-02  -.6991856E-02  -.1061113E-01  -.1425717E-01
  -.1773314E-01  -.2086553E-01  -.2356320E-01  -.2576348E-01  -.2725664E-01
  -.2766359E-01  -.2663981E-01  -.2408693E-01  -.2017045E-01  -.1522123E-01
  -.9662211E-02  -.3952978E-02   .1481743E-02   .6294958E-02   .1022838E-01
   .1317466E-01   .1517225E-01   .1623465E-01   .1618306E-01   .1467571E-01
   .1139457E-01   .6308065E-02  -.6555445E-04  -.6748299E-02  -.1272551E-01
  -.1727843E-01  -.1998779E-01  -.2055607E-01  -.1883835E-01  -.1505139E-01
  -.9888543E-02  -.4325348E-02   .7774981E-03   .4929651E-02   .8052526E-02
   .1030209E-01   .1183981E-01   .1277784E-01   .1322666E-01   .1332534E-01
   .1315867E-01   .1262724E-01   .1152276E-01   .9732571E-02   .7374524E-02
   .4832408E-02   .2578200E-02   .8841980E-03  -.2685923E-03  -.1049491E-02
  -.1610938E-02  -.2003896E-02  -.2172595E-02  -.2019471E-02  -.1507878E-02
  -.7170727E-03   .2260132E-03   .1211863E-02   .2184953E-02   .3171322E-02
   .4169691E-02   .4965020E-02   .5107491E-02   .4077843E-02   .1579111E-02
  -.2061141E-02  -.5704123E-02  -.7600146E-02  -.5987359E-02   .4981812E-04
   .1002440E-01   .2202120E-01   .3323967E-01   .4124048E-01   .4490079E-01
   .4380200E-01   .3764310E-01   .2726641E-01   .1518985E-01   .4330252E-02
  -.3602071E-02  -.8595232E-02  -.1160610E-01  -.1371045E-01  -.1586041E-01
  -.1889415E-01  -.2327638E-01  -.2873904E-01  -.3422457E-01  -.3806579E-01
  -.3849753E-01  -.3441270E-01  -.2575950E-01  -.1347574E-01   .8884056E-03
   .1557594E-01   .2878567E-01   .3898290E-01   .4549252E-01   .4869257E-01
   .4940977E-01   .4825494E-01   .4539729E-01   .4067658E-01   .3399079E-01
   .2565383E-01   .1635469E-01   .6779436E-02  -.2464737E-02  -.1071692E-01
  -.1750559E-01  -.2296982E-01  -.2798956E-01  -.3369397E-01  -.4058598E-01
  -.4822175E-01  -.5551664E-01  -.6099201E-01  -.6298614E-01  -.6006587E-01
  -.5155340E-01  -.3777582E-01  -.2017412E-01  -.1453819E-02   .1495865E-01
   .2637710E-01   .3219050E-01   .3322822E-01   .2970158E-01   .2137893E-01
   .9759636E-02  -.1921574E-02  -.1094779E-01  -.1658398E-01  -.1950477E-01
  -.2036099E-01  -.1937570E-01  -.1687147E-01  -.1356048E-01  -.1041226E-01
  -.8426481E-02  -.8646552E-02  -.1192850E-01  -.1792796E-01  -.2465818E-01
  -.2941547E-01  -.2993207E-01  -.2524890E-01  -.1630718E-01  -.5702785E-02
   .3592954E-02   .9648484E-02   .1205743E-01   .1140861E-01   .8596061E-02
   .4721703E-02   .1304538E-02   .1181538E-03   .2496996E-02   .8500020E-02
   .1676968E-01   .2534787E-01   .3271798E-01   .3839127E-01   .4256391E-01
   .4537601E-01   .4673899E-01   .4630820E-01   .4335875E-01   .3691590E-01
   .2636041E-01   .1230280E-01  -.3535251E-02  -.1913775E-01  -.3275676E-01
  -.4341580E-01  -.5098564E-01  -.5568996E-01  -.5756981E-01  -.5653993E-01
  -.5283622E-01  -.4708633E-01  -.3998971E-01  -.3191920E-01  -.2290464E-01
  -.1318603E-01  -.3346075E-02   .6114615E-02   .1477213E-01   .2221689E-01
   .2823872E-01   .3279305E-01   .3596927E-01   .3812224E-01   .3979916E-01
   .4138974E-01   .4279981E-01   .4347832E-01   .4287947E-01   .4087622E-01
   .3760970E-01   .3301634E-01   .2690262E-01   .1962034E-01   .1206118E-01
   .4945428E-02  -.1492837E-02  -.7579915E-02  -.1401223E-01  -.2112920E-01
  -.2849642E-01  -.3515549E-01  -.3982969E-01  -.4084976E-01  -.3655783E-01
  -.2643968E-01  -.1215756E-01   .2874609E-02   .1578771E-01   .2566591E-01
   .3274661E-01   .3763370E-01   .4106564E-01   .4379566E-01   .4643988E-01
   .4910992E-01   .5129420E-01   .5189541E-01   .4913677E-01   .4138342E-01
   .2898069E-01   .1452090E-01   .8744639E-03  -.1038867E-01  -.1906873E-01
  -.2572256E-01  -.3087822E-01  -.3462962E-01  -.3680232E-01  -.3748399E-01
  -.3746726E-01  -.3789605E-01  -.3951231E-01  -.4213665E-01  -.4426899E-01
  -.4327237E-01  -.3652938E-01  -.2279150E-01  -.3025392E-02   .1939519E-01
   .3964246E-01   .5377673E-01   .6072214E-01   .6154822E-01   .5706625E-01
   .4747784E-01   .3403273E-01   .1926662E-01   .5389654E-02  -.6975042E-02
  -.1835900E-01  -.2921801E-01  -.3926512E-01  -.4761235E-01  -.5337996E-01
