3.01	1.558974568
3.02	1.555531221
3.03	1.552106825
3.04	1.548701213
3.05	1.545314221
3.06	1.541945687
3.07	1.538595451
3.08	1.535263353
3.09	1.531949237
3.1	1.528652949
3.11	1.525374335
3.12	1.522113245
3.13	1.518869528
3.14	1.515643038
3.15	1.512433628
3.16	1.509241155
3.17	1.506065475
3.18	1.502906448
3.19	1.499763934
3.2	1.496637796
3.21	1.493527898
3.22	1.490434105
3.23	1.487356284
3.24	1.484294304
3.25	1.481248034
3.26	1.478217346
3.27	1.475202113
3.28	1.472202209
3.29	1.46921751
3.3	1.466247893
3.31	1.463293236
3.32	1.460353419
3.33	1.457428324
3.34	1.454517831
3.35	1.451621827
3.36	1.448740194
3.37	1.44587282
3.38	1.443019592
3.39	1.440180398
3.4	1.437355129
3.41	1.434543675
3.42	1.431745929
3.43	1.428961784
3.44	1.426191135
3.45	1.423433877
3.46	1.420689907
3.47	1.417959123
3.48	1.415241423
3.49	1.412536709
3.5	1.40984488
3.51	1.407165839
3.52	1.404499488
3.53	1.401845733
3.54	1.399204478
3.55	1.396575629
3.56	1.393959092
3.57	1.391354777
3.58	1.388762592
3.59	1.386182447
3.6	1.383614253
3.61	1.381057921
3.62	1.378513364
3.63	1.375980495
3.64	1.373459229
3.65	1.370949481
3.66	1.368451166
3.67	1.365964203
3.68	1.363488508
3.69	1.361024
3.7	1.358570599
3.71	1.356128224
3.72	1.353696796
3.73	1.351276238
3.74	1.348866471
3.75	1.346467419
3.76	1.344079006
3.77	1.341701157
3.78	1.339333796
3.79	1.336976851
3.8	1.334630247
3.81	1.332293914
3.82	1.329967778
3.83	1.327651769
3.84	1.325345816
3.85	1.32304985
3.86	1.320763802
3.87	1.318487604
3.88	1.316221187
3.89	1.313964485
3.9	1.311717431
3.91	1.309479959
3.92	1.307252004
3.93	1.305033502
3.94	1.302824388
3.95	1.3006246
3.96	1.298434073
3.97	1.296252747
3.98	1.294080559
3.99	1.291917449
4	1.289763355
4.01	1.287618218
4.02	1.285481978
4.03	1.283354576
4.04	1.281235955
4.05	1.279126055
4.06	1.277024821
4.07	1.274932195
4.08	1.27284812
4.09	1.270772542
4.1	1.268705404
4.11	1.266646653
4.12	1.264596232
4.13	1.26255409
4.14	1.260520173
4.15	1.258494426
4.16	1.2564768
4.17	1.25446724
4.18	1.252465696
4.19	1.250472117
4.2	1.248486452
4.21	1.246508651
4.22	1.244538665
4.23	1.242576443
4.24	1.240621938
4.25	1.2386751
4.26	1.236735883
4.27	1.234804237
4.28	1.232880116
4.29	1.230963473
4.3	1.229054262
4.31	1.227152437
4.32	1.225257952
4.33	1.223370762
4.34	1.221490822
4.35	1.219618087
4.36	1.217752514
4.37	1.215894059
4.38	1.214042678
4.39	1.212198328
4.4	1.210360968
4.41	1.208530554
4.42	1.206707045
4.43	1.204890398
4.44	1.203080574
4.45	1.20127753
4.46	1.199481227
4.47	1.197691624
4.48	1.195908681
4.49	1.194132358
4.5	1.192362618
4.51	1.190599419
4.52	1.188842725
4.53	1.187092496
4.54	1.185348695
4.55	1.183611283
4.56	1.181880224
4.57	1.180155481
4.58	1.178437016
4.59	1.176724793
4.6	1.175018776
4.61	1.17331893
4.62	1.171625217
4.63	1.169937604
4.64	1.168256055
4.65	1.166580535
4.66	1.16491101
4.67	1.163247445
4.68	1.161589807
4.69	1.159938061
4.7	1.158292175
4.71	1.156652115
4.72	1.155017848
4.73	1.153389342
4.74	1.151766563
4.75	1.150149481
4.76	1.148538063
4.77	1.146932277
4.78	1.145332092
4.79	1.143737477
4.8	1.142148401
4.81	1.140564833
4.82	1.138986742
4.83	1.137414099
4.84	1.135846872
4.85	1.134285034
4.86	1.132728553
4.87	1.131177401
4.88	1.129631549
4.89	1.128090967
4.9	1.126555626
4.91	1.1250255
4.92	1.123500558
4.93	1.121980773
4.94	1.120466118
4.95	1.118956564
4.96	1.117452085
4.97	1.115952652
4.98	1.114458239
4.99	1.112968819
5	1.111484365
